Year,EndDate,day.of.year,Station,Net,Species,totcount,LG,Morts
2004,8/6/2004,219,218,218W,HBWF,3,NA,NA
2004,8/6/2004,219,218,218W,LSCS,1,1,NA
2004,8/6/2004,219,218,218W,LSCS,14,2,NA
2004,8/6/2004,219,218,218W,RBSM,5,NA,NA
2004,8/6/2004,219,220,220E,ARCD,166,NA,NA
2004,8/6/2004,219,220,220E,ARCS,9,2,NA
2004,8/6/2004,219,220,220E,ARCS,94,3,NA
2004,8/6/2004,219,220,220E,ARFL,26,NA,NA
2004,8/6/2004,219,220,220E,BDWF,4,2,NA
2004,8/6/2004,219,220,220E,BDWF,7,3,NA
2004,8/6/2004,219,220,220E,CAPE,1,NA,NA
2004,8/6/2004,219,220,220E,DLVN,2,1,NA
2004,8/6/2004,219,220,220E,FHSC,15,NA,NA
2004,8/6/2004,219,220,220E,HBWF,13,NA,NA
2004,8/6/2004,219,220,220E,LSCS,7,1,NA
2004,8/6/2004,219,220,220E,LSCS,227,2,NA
2004,8/6/2004,219,220,220E,PINK,1,NA,NA
2004,8/6/2004,219,220,220E,SFCD,3,NA,NA
2004,8/6/2004,219,220,220W,ARCD,30,NA,NA
2004,8/6/2004,219,220,220W,ARCS,6,3,NA
2004,8/6/2004,219,220,220W,ARFL,3,NA,NA
2004,8/6/2004,219,220,220W,BDWF,3,2,NA
2004,8/6/2004,219,220,220W,CAPE,1,NA,NA
2004,8/6/2004,219,220,220W,FHSC,2,NA,NA
2004,8/6/2004,219,220,220W,HBWF,4,NA,NA
2004,8/6/2004,219,220,220W,LSCS,3,1,NA
2004,8/6/2004,219,220,220W,LSCS,20,2,NA
2004,8/6/2004,219,220,220W,SFCD,1,NA,NA
2004,8/6/2004,219,230,230N,ARCS,1,1,NA
2004,8/6/2004,219,230,230N,ARFL,1,NA,NA
2004,8/6/2004,219,230,230N,BDWF,10,1,NA
2004,8/6/2004,219,230,230N,BDWF,4,2,NA
2004,8/6/2004,219,230,230N,BDWF,4,3,NA
2004,8/6/2004,219,230,230N,FHSC,4,NA,NA
2004,8/6/2004,219,230,230N,LSCS,5,1,NA
2004,8/6/2004,219,230,230N,LSCS,2,2,NA
2004,8/6/2004,219,230,230N,NNSB,1,NA,NA
2004,8/6/2004,219,230,230N,RBSM,5,NA,NA
2004,8/6/2004,219,230,230S,ARCS,1,1,NA
2004,8/6/2004,219,230,230S,ARCS,5,2,NA
2004,8/6/2004,219,230,230S,ARCS,11,3,NA
2004,8/6/2004,219,230,230S,ARFL,8,NA,NA
2004,8/6/2004,219,230,230S,BDWF,17,1,NA
2004,8/6/2004,219,230,230S,BDWF,33,2,NA
2004,8/6/2004,219,230,230S,DLVN,7,1,NA
2004,8/6/2004,219,230,230S,FHSC,8,NA,NA
2004,8/6/2004,219,230,230S,HBWF,2,NA,NA
2004,8/6/2004,219,230,230S,LSCS,32,1,NA
2004,8/6/2004,219,230,230S,LSCS,18,2,NA
2004,8/6/2004,219,230,230S,NNSB,1,NA,NA
2004,8/6/2004,219,230,230S,RBSM,6,NA,NA
2004,8/7/2004,220,214,214E,ARCD,27,NA,NA
2004,8/7/2004,220,214,214E,ARFL,19,NA,NA
2004,8/7/2004,220,214,214E,BDWF,8,1,NA
2004,8/7/2004,220,214,214E,BDWF,1,3,NA
2004,8/7/2004,220,214,214E,DLVN,1,1,NA
2004,8/7/2004,220,214,214E,FHSC,8,NA,NA
2004,8/7/2004,220,214,214E,LSCS,4,1,NA
2004,8/7/2004,220,214,214E,LSCS,13,2,NA
2004,8/7/2004,220,214,214E,NNSB,1,NA,NA
2004,8/7/2004,220,214,214W,ARCD,90,NA,NA
2004,8/7/2004,220,214,214W,ARCS,2,2,NA
2004,8/7/2004,220,214,214W,ARCS,2,3,NA
2004,8/7/2004,220,214,214W,ARFL,224,NA,NA
2004,8/7/2004,220,214,214W,BDWF,312,1,NA
2004,8/7/2004,220,214,214W,BDWF,35,2,NA
2004,8/7/2004,220,214,214W,BDWF,3,3,NA
2004,8/7/2004,220,214,214W,DLVN,2,1,NA
2004,8/7/2004,220,214,214W,DLVN,9,2,NA
2004,8/7/2004,220,214,214W,FHSC,33,NA,NA
2004,8/7/2004,220,214,214W,HBWF,2,NA,NA
2004,8/7/2004,220,214,214W,LSCS,50,1,NA
2004,8/7/2004,220,214,214W,LSCS,117,2,NA
2004,8/7/2004,220,214,214W,NNSB,1,NA,NA
2004,8/7/2004,220,214,214W,RBSM,45,NA,NA
2004,8/7/2004,220,214,214W,RDWF,2,NA,NA
2004,8/7/2004,220,218,218E,ARCD,104,NA,NA
2004,8/7/2004,220,218,218E,ARCS,6,2,NA
2004,8/7/2004,220,218,218E,ARCS,18,3,NA
2004,8/7/2004,220,218,218E,ARFL,20,NA,NA
2004,8/7/2004,220,218,218E,BDWF,4,2,NA
2004,8/7/2004,220,218,218E,BDWF,10,3,NA
2004,8/7/2004,220,218,218E,CAPE,3,NA,NA
2004,8/7/2004,220,218,218E,HBWF,5,NA,NA
2004,8/7/2004,220,218,218E,LSCS,14,1,NA
2004,8/7/2004,220,218,218E,LSCS,153,2,NA
2004,8/7/2004,220,218,218E,RBSM,6,NA,NA
2004,8/7/2004,220,218,218E,SFCD,2,NA,NA
2004,8/7/2004,220,218,218W,ARCD,65,NA,NA
2004,8/7/2004,220,218,218W,ARCS,1,2,NA
2004,8/7/2004,220,218,218W,ARFL,71,NA,NA
2004,8/7/2004,220,218,218W,BDWF,4,2,NA
2004,8/7/2004,220,218,218W,CAPE,2,NA,NA
2004,8/7/2004,220,218,218W,FHSC,4,NA,NA
2004,8/7/2004,220,218,218W,HBWF,3,NA,NA
2004,8/7/2004,220,218,218W,LSCS,20,1,NA
2004,8/7/2004,220,218,218W,LSCS,41,2,NA
2004,8/7/2004,220,218,218W,RBSM,31,NA,NA
2004,8/7/2004,220,218,218W,SFCD,4,NA,NA
2004,8/7/2004,220,220,220E,ARCD,85,NA,NA
2004,8/7/2004,220,220,220E,ARCS,12,2,NA
2004,8/7/2004,220,220,220E,ARCS,39,3,NA
2004,8/7/2004,220,220,220E,ARFL,50,NA,NA
2004,8/7/2004,220,220,220E,BDWF,2,1,NA
2004,8/7/2004,220,220,220E,BDWF,5,2,NA
2004,8/7/2004,220,220,220E,BDWF,1,3,NA
2004,8/7/2004,220,220,220E,DLVN,2,1,NA
2004,8/7/2004,220,220,220E,FHSC,5,NA,NA
2004,8/7/2004,220,220,220E,HBWF,6,NA,NA
2004,8/7/2004,220,220,220E,PCHG,1,NA,NA
2004,8/7/2004,220,220,220E,LSCS,35,1,NA
2004,8/7/2004,220,220,220E,LSCS,185,2,NA
2004,8/7/2004,220,220,220E,SFCD,1,NA,NA
2004,8/7/2004,220,230,230N,ARCD,85,NA,NA
2004,8/7/2004,220,230,230N,ARCS,1,2,NA
2004,8/7/2004,220,230,230N,ARFL,5,NA,NA
2004,8/7/2004,220,230,230N,BDWF,24,1,NA
2004,8/7/2004,220,230,230N,BDWF,25,2,NA
2004,8/7/2004,220,230,230N,BDWF,1,3,NA
2004,8/7/2004,220,230,230N,FHSC,9,NA,NA
2004,8/7/2004,220,230,230N,LSCS,9,1,NA
2004,8/7/2004,220,230,230N,LSCS,3,2,NA
2004,8/7/2004,220,230,230N,NNSB,1,NA,NA
2004,8/7/2004,220,230,230S,ARCD,90,NA,NA
2004,8/7/2004,220,230,230S,ARCS,1,1,NA
2004,8/7/2004,220,230,230S,ARCS,2,2,NA
2004,8/7/2004,220,230,230S,ARCS,8,3,NA
2004,8/7/2004,220,230,230S,BDWF,157,1,NA
2004,8/7/2004,220,230,230S,BDWF,44,2,NA
2004,8/7/2004,220,230,230S,BDWF,4,3,NA
2004,8/7/2004,220,230,230S,DLVN,4,1,NA
2004,8/7/2004,220,230,230S,FHSC,8,NA,NA
2004,8/7/2004,220,230,230S,HBWF,1,NA,NA
2004,8/7/2004,220,230,230S,LSCS,50,1,NA
2004,8/7/2004,220,230,230S,LSCS,52,2,NA
2004,8/7/2004,220,230,230S,RBSM,2,NA,NA
2004,8/8/2004,221,214,214E,ARCD,30,NA,NA
2004,8/8/2004,221,214,214E,ARCS,1,2,NA
2004,8/8/2004,221,214,214E,ARFL,19,NA,NA
2004,8/8/2004,221,214,214E,BDWF,41,1,NA
2004,8/8/2004,221,214,214E,BDWF,2,2,NA
2004,8/8/2004,221,214,214E,BDWF,3,3,NA
2004,8/8/2004,221,214,214E,DLVN,2,1,NA
2004,8/8/2004,221,214,214E,DLVN,1,2,NA
2004,8/8/2004,221,214,214E,FHSC,30,NA,NA
2004,8/8/2004,221,214,214E,HBWF,1,NA,NA
2004,8/8/2004,221,214,214E,LSCS,3,1,NA
2004,8/8/2004,221,214,214E,LSCS,30,2,NA
2004,8/8/2004,221,214,214E,NNSB,1,NA,NA
2004,8/8/2004,221,214,214E,RBSM,4,NA,NA
2004,8/8/2004,221,214,214W,ARCD,43,NA,NA
2004,8/8/2004,221,214,214W,ARCS,2,2,NA
2004,8/8/2004,221,214,214W,ARCS,7,3,NA
2004,8/8/2004,221,214,214W,ARFL,210,NA,NA
2004,8/8/2004,221,214,214W,BDWF,65,1,NA
2004,8/8/2004,221,214,214W,BDWF,4,2,NA
2004,8/8/2004,221,214,214W,BDWF,3,3,NA
2004,8/8/2004,221,214,214W,FHSC,72,NA,NA
2004,8/8/2004,221,214,214W,HBWF,1,NA,NA
2004,8/8/2004,221,214,214W,LSCS,21,1,NA
2004,8/8/2004,221,214,214W,LSCS,58,2,NA
2004,8/8/2004,221,214,214W,PINK,1,NA,NA
2004,8/8/2004,221,214,214W,RBSM,29,NA,NA
2004,8/8/2004,221,218,218E,ARCD,287,NA,NA
2004,8/8/2004,221,218,218E,ARCS,2,2,NA
2004,8/8/2004,221,218,218E,ARCS,7,3,NA
2004,8/8/2004,221,218,218E,ARFL,7,NA,NA
2004,8/8/2004,221,218,218E,BDWF,1,1,NA
2004,8/8/2004,221,218,218E,BDWF,4,2,NA
2004,8/8/2004,221,218,218E,BDWF,2,3,NA
2004,8/8/2004,221,218,218E,CAPE,2,NA,NA
2004,8/8/2004,221,218,218E,FHSC,2,NA,NA
2004,8/8/2004,221,218,218E,HBWF,3,NA,NA
2004,8/8/2004,221,218,218E,LSCS,17,1,NA
2004,8/8/2004,221,218,218E,LSCS,112,2,NA
2004,8/8/2004,221,218,218E,NNSB,1,NA,NA
2004,8/8/2004,221,218,218E,RBSM,9,NA,NA
2004,8/8/2004,221,218,218E,SFCD,1,NA,NA
2004,8/8/2004,221,218,218W,ARCD,137,NA,NA
2004,8/8/2004,221,218,218W,ARCS,2,2,NA
2004,8/8/2004,221,218,218W,ARFL,53,NA,NA
2004,8/8/2004,221,218,218W,BDWF,8,2,NA
2004,8/8/2004,221,218,218W,BDWF,6,3,NA
2004,8/8/2004,221,218,218W,FHSC,2,NA,NA
2004,8/8/2004,221,218,218W,HBWF,4,NA,NA
2004,8/8/2004,221,218,218W,LSCS,11,1,NA
2004,8/8/2004,221,218,218W,LSCS,57,2,NA
2004,8/8/2004,221,218,218W,RBSM,31,NA,NA
2004,8/8/2004,221,218,218W,SFCD,2,NA,NA
2004,8/8/2004,221,220,220E,ARCS,3,2,NA
2004,8/8/2004,221,220,220E,ARCS,29,3,NA
2004,8/8/2004,221,220,220E,ARFL,7,NA,NA
2004,8/8/2004,221,220,220E,BDWF,1,2,NA
2004,8/8/2004,221,220,220E,BDWF,2,3,NA
2004,8/8/2004,221,220,220E,FHSC,5,NA,NA
2004,8/8/2004,221,220,220E,HBWF,2,NA,NA
2004,8/8/2004,221,220,220E,LSCS,198,2,NA
2004,8/8/2004,221,220,220W,ARCD,5,NA,NA
2004,8/8/2004,221,220,220W,ARCS,1,2,NA
2004,8/8/2004,221,220,220W,ARCS,1,3,NA
2004,8/8/2004,221,220,220W,ARFL,4,NA,NA
2004,8/8/2004,221,220,220W,BDWF,2,2,NA
2004,8/8/2004,221,220,220W,CAPE,1,NA,NA
2004,8/8/2004,221,220,220W,DLVN,2,2,NA
2004,8/8/2004,221,220,220W,FHSC,3,NA,NA
2004,8/8/2004,221,220,220W,HBWF,2,NA,NA
2004,8/8/2004,221,220,220W,LSCS,1,1,NA
2004,8/8/2004,221,220,220W,LSCS,23,2,NA
2004,8/8/2004,221,230,230N,ARCD,91,NA,NA
2004,8/8/2004,221,230,230N,ARFL,1,NA,NA
2004,8/8/2004,221,230,230N,BDWF,5,1,NA
2004,8/8/2004,221,230,230N,BDWF,9,2,NA
2004,8/8/2004,221,230,230N,BDWF,2,3,NA
2004,8/8/2004,221,230,230N,DLVN,1,1,NA
2004,8/8/2004,221,230,230N,FHSC,5,NA,NA
2004,8/8/2004,221,230,230N,HBWF,1,NA,NA
2004,8/8/2004,221,230,230N,LSCS,5,1,NA
2004,8/8/2004,221,230,230N,LSCS,9,2,NA
2004,8/8/2004,221,230,230N,NNSB,2,NA,NA
2004,8/8/2004,221,230,230N,RDWF,1,NA,NA
2004,8/8/2004,221,230,230S,ARCD,106,NA,NA
2004,8/8/2004,221,230,230S,ARCS,5,2,NA
2004,8/8/2004,221,230,230S,ARCS,5,3,NA
2004,8/8/2004,221,230,230S,ARFL,1,NA,NA
2004,8/8/2004,221,230,230S,BDWF,31,1,NA
2004,8/8/2004,221,230,230S,BDWF,19,2,NA
2004,8/8/2004,221,230,230S,BDWF,6,3,NA
2004,8/8/2004,221,230,230S,DLVN,3,1,NA
2004,8/8/2004,221,230,230S,DLVN,2,2,NA
2004,8/8/2004,221,230,230S,FHSC,20,NA,NA
2004,8/8/2004,221,230,230S,HBWF,3,NA,NA
2004,8/8/2004,221,230,230S,PCHG,1,NA,NA
2004,8/8/2004,221,230,230S,LSCS,36,1,NA
2004,8/8/2004,221,230,230S,LSCS,58,2,NA
2004,8/8/2004,221,230,230S,NNSB,2,NA,NA
2004,8/8/2004,221,230,230S,RBSM,1,NA,NA
2004,8/8/2004,221,230,230S,SFCD,2,NA,NA
2004,8/9/2004,222,214,214E,ARCD,105,NA,NA
2004,8/9/2004,222,214,214E,ARCS,1,2,NA
2004,8/9/2004,222,214,214E,ARCS,1,3,NA
2004,8/9/2004,222,214,214E,ARFL,25,NA,NA
2004,8/9/2004,222,214,214E,BDWF,4,1,NA
2004,8/9/2004,222,214,214E,BDWF,21,2,NA
2004,8/9/2004,222,214,214E,BDWF,7,3,NA
2004,8/9/2004,222,214,214E,DLVN,1,1,NA
2004,8/9/2004,222,214,214E,DLVN,1,2,NA
2004,8/9/2004,222,214,214E,FHSC,14,NA,NA
2004,8/9/2004,222,214,214E,HBWF,3,NA,NA
2004,8/9/2004,222,214,214E,LSCS,12,1,NA
2004,8/9/2004,222,214,214E,LSCS,34,2,NA
2004,8/9/2004,222,214,214E,NNSB,1,NA,NA
2004,8/9/2004,222,214,214E,RBSM,11,NA,NA
2004,8/9/2004,222,214,214E,SFCD,1,NA,NA
2004,8/9/2004,222,214,214W,ARCD,170,NA,NA
2004,8/9/2004,222,214,214W,ARFL,26,NA,NA
2004,8/9/2004,222,214,214W,BDWF,9,1,NA
2004,8/9/2004,222,214,214W,BDWF,15,2,NA
2004,8/9/2004,222,214,214W,BDWF,3,3,NA
2004,8/9/2004,222,214,214W,CAPE,1,NA,NA
2004,8/9/2004,222,214,214W,DLVN,10,2,NA
2004,8/9/2004,222,214,214W,FHSC,33,NA,NA
2004,8/9/2004,222,214,214W,HBWF,2,NA,NA
2004,8/9/2004,222,214,214W,LSCS,31,1,NA
2004,8/9/2004,222,214,214W,LSCS,13,2,NA
2004,8/9/2004,222,214,214W,RBSM,58,NA,NA
2004,8/9/2004,222,214,214W,SFCD,4,NA,NA
2004,8/9/2004,222,218,218E,ARCD,253,NA,NA
2004,8/9/2004,222,218,218E,ARCS,3,2,NA
2004,8/9/2004,222,218,218E,ARCS,1,3,NA
2004,8/9/2004,222,218,218E,ARFL,2,NA,NA
2004,8/9/2004,222,218,218E,BDWF,6,2,NA
2004,8/9/2004,222,218,218E,FHSC,1,NA,NA
2004,8/9/2004,222,218,218E,LSCS,12,1,NA
2004,8/9/2004,222,218,218E,LSCS,110,2,NA
2004,8/9/2004,222,218,218W,ARCD,109,NA,NA
2004,8/9/2004,222,218,218W,ARCS,4,3,NA
2004,8/9/2004,222,218,218W,ARFL,31,NA,NA
2004,8/9/2004,222,218,218W,BDWF,1,1,NA
2004,8/9/2004,222,218,218W,BDWF,5,2,NA
2004,8/9/2004,222,218,218W,DLVN,1,2,NA
2004,8/9/2004,222,218,218W,FHSC,6,NA,NA
2004,8/9/2004,222,218,218W,HBWF,2,NA,NA
2004,8/9/2004,222,218,218W,LSCS,15,1,NA
2004,8/9/2004,222,218,218W,LSCS,119,2,NA
2004,8/9/2004,222,218,218W,RBSM,4,NA,NA
2004,8/9/2004,222,218,218W,SFCD,1,NA,NA
2004,8/9/2004,222,220,220E,ARCD,1,NA,NA
2004,8/9/2004,222,220,220E,ARCS,4,2,NA
2004,8/9/2004,222,220,220E,ARCS,41,3,NA
2004,8/9/2004,222,220,220E,ARFL,2,NA,NA
2004,8/9/2004,222,220,220E,FHSC,2,NA,NA
2004,8/9/2004,222,220,220E,HBWF,2,NA,NA
2004,8/9/2004,222,220,220E,LSCS,1,1,NA
2004,8/9/2004,222,220,220E,LSCS,237,2,NA
2004,8/9/2004,222,220,220W,ARCD,2,NA,NA
2004,8/9/2004,222,220,220W,FHSC,1,NA,NA
2004,8/9/2004,222,220,220W,LSCS,1,1,NA
2004,8/9/2004,222,220,220W,LSCS,3,2,NA
2004,8/9/2004,222,220,220W,THSB,1,NA,NA
2004,8/9/2004,222,230,230N,ARCD,115,NA,NA
2004,8/9/2004,222,230,230N,ARFL,2,NA,NA
2004,8/9/2004,222,230,230N,BDWF,1,1,NA
2004,8/9/2004,222,230,230N,BDWF,6,2,NA
2004,8/9/2004,222,230,230N,BDWF,1,3,NA
2004,8/9/2004,222,230,230N,FHSC,1,NA,NA
2004,8/9/2004,222,230,230N,HBWF,1,NA,NA
2004,8/9/2004,222,230,230N,LSCS,5,1,NA
2004,8/9/2004,222,230,230N,LSCS,12,2,NA
2004,8/9/2004,222,230,230N,RBSM,1,NA,NA
2004,8/9/2004,222,230,230S,ARCD,120,NA,NA
2004,8/9/2004,222,230,230S,ARCS,3,2,NA
2004,8/9/2004,222,230,230S,ARCS,8,3,NA
2004,8/9/2004,222,230,230S,BDWF,13,2,NA
2004,8/9/2004,222,230,230S,BDWF,2,3,NA
2004,8/9/2004,222,230,230S,FHSC,8,NA,NA
2004,8/9/2004,222,230,230S,HBWF,7,NA,NA
2004,8/9/2004,222,230,230S,PCHG,1,NA,NA
2004,8/9/2004,222,230,230S,LSCS,14,1,NA
2004,8/9/2004,222,230,230S,LSCS,42,2,NA
2004,8/9/2004,222,230,230S,RBSM,2,NA,NA
2004,8/10/2004,223,214,214E,ARCD,51,NA,NA
2004,8/10/2004,223,214,214E,ARCS,2,2,NA
2004,8/10/2004,223,214,214E,ARFL,51,NA,NA
2004,8/10/2004,223,214,214E,BDWF,2,1,NA
2004,8/10/2004,223,214,214E,BDWF,25,2,NA
2004,8/10/2004,223,214,214E,BDWF,2,3,NA
2004,8/10/2004,223,214,214E,DLVN,2,2,NA
2004,8/10/2004,223,214,214E,FHSC,25,NA,NA
2004,8/10/2004,223,214,214E,HBWF,2,NA,NA
2004,8/10/2004,223,214,214E,LSCS,22,1,NA
2004,8/10/2004,223,214,214E,LSCS,46,2,NA
2004,8/10/2004,223,214,214E,RBSM,4,NA,NA
2004,8/10/2004,223,214,214W,ARCD,187,NA,NA
2004,8/10/2004,223,214,214W,ARCS,9,2,NA
2004,8/10/2004,223,214,214W,ARCS,4,3,NA
2004,8/10/2004,223,214,214W,ARFL,111,NA,NA
2004,8/10/2004,223,214,214W,BDWF,1,1,NA
2004,8/10/2004,223,214,214W,BDWF,8,2,NA
2004,8/10/2004,223,214,214W,BDWF,5,3,NA
2004,8/10/2004,223,214,214W,DLVN,16,2,NA
2004,8/10/2004,223,214,214W,FHSC,39,NA,NA
2004,8/10/2004,223,214,214W,HBWF,7,NA,NA
2004,8/10/2004,223,214,214W,PCHG,1,NA,NA
2004,8/10/2004,223,214,214W,LSCS,28,1,NA
2004,8/10/2004,223,214,214W,LSCS,79,2,NA
2004,8/10/2004,223,214,214W,PINK,5,NA,NA
2004,8/10/2004,223,214,214W,RBSM,20,NA,NA
2004,8/10/2004,223,214,214W,SFCD,2,NA,NA
2004,8/10/2004,223,220,220E,ARCS,8,2,NA
2004,8/10/2004,223,220,220E,ARCS,12,3,NA
2004,8/10/2004,223,220,220E,ARFL,6,NA,NA
2004,8/10/2004,223,220,220E,BDWF,1,2,NA
2004,8/10/2004,223,220,220E,BDWF,1,3,NA
2004,8/10/2004,223,220,220E,FHSC,4,NA,NA
2004,8/10/2004,223,220,220E,HBWF,4,NA,NA
2004,8/10/2004,223,220,220E,LSCS,65,2,NA
2004,8/10/2004,223,220,220E,THSB,1,NA,NA
2004,8/10/2004,223,220,220W,ARFL,2,NA,NA
2004,8/10/2004,223,220,220W,DLVN,1,2,NA
2004,8/10/2004,223,220,220W,FHSC,5,NA,NA
2004,8/10/2004,223,220,220W,HBWF,1,NA,NA
2004,8/10/2004,223,220,220W,LSCS,3,2,NA
2004,8/10/2004,223,230,230N,ARCS,1,2,NA
2004,8/10/2004,223,230,230N,ARCS,2,3,NA
2004,8/10/2004,223,230,230N,ARFL,11,NA,NA
2004,8/10/2004,223,230,230N,BDWF,5,2,NA
2004,8/10/2004,223,230,230N,FHSC,4,NA,NA
2004,8/10/2004,223,230,230N,LSCS,12,1,NA
2004,8/10/2004,223,230,230N,LSCS,19,2,NA
2004,8/10/2004,223,230,230N,RBSM,6,NA,NA
2004,8/10/2004,223,230,230N,RDWF,8,NA,NA
2004,8/10/2004,223,230,230S,ARCS,2,2,NA
2004,8/10/2004,223,230,230S,ARCS,4,3,NA
2004,8/10/2004,223,230,230S,ARFL,2,NA,NA
2004,8/10/2004,223,230,230S,BDWF,6,2,NA
2004,8/10/2004,223,230,230S,DLVN,1,1,NA
2004,8/10/2004,223,230,230S,DLVN,1,2,NA
2004,8/10/2004,223,230,230S,FHSC,11,NA,NA
2004,8/10/2004,223,230,230S,LSCS,79,1,NA
2004,8/10/2004,223,230,230S,LSCS,143,2,NA
2004,8/10/2004,223,230,230S,NNSB,1,NA,NA
2004,8/10/2004,223,230,230S,RBSM,4,NA,NA
2004,8/10/2004,223,230,230S,THSB,1,NA,NA
2004,8/11/2004,224,214,214E,ARCD,88,NA,NA
2004,8/11/2004,224,214,214E,ARCS,1,2,NA
2004,8/11/2004,224,214,214E,ARCS,3,3,NA
2004,8/11/2004,224,214,214E,ARFL,48,NA,NA
2004,8/11/2004,224,214,214E,BDWF,1,1,NA
2004,8/11/2004,224,214,214E,BDWF,5,2,NA
2004,8/11/2004,224,214,214E,BDWF,3,3,NA
2004,8/11/2004,224,214,214E,FHSC,21,NA,NA
2004,8/11/2004,224,214,214E,HBWF,1,NA,NA
2004,8/11/2004,224,214,214E,LSCS,23,1,NA
2004,8/11/2004,224,214,214E,LSCS,30,2,NA
2004,8/11/2004,224,214,214E,RBSM,25,NA,NA
2004,8/11/2004,224,214,214W,ARCD,86,NA,NA
2004,8/11/2004,224,214,214W,ARCS,10,2,NA
2004,8/11/2004,224,214,214W,ARCS,2,3,NA
2004,8/11/2004,224,214,214W,ARFL,36,NA,NA
2004,8/11/2004,224,214,214W,BDWF,1,1,NA
2004,8/11/2004,224,214,214W,BDWF,18,2,NA
2004,8/11/2004,224,214,214W,BDWF,6,3,NA
2004,8/11/2004,224,214,214W,DLVN,2,1,NA
2004,8/11/2004,224,214,214W,DLVN,11,2,NA
2004,8/11/2004,224,214,214W,FHSC,22,NA,NA
2004,8/11/2004,224,214,214W,HBWF,2,NA,NA
2004,8/11/2004,224,214,214W,LSCS,83,1,NA
2004,8/11/2004,224,214,214W,LSCS,79,2,NA
2004,8/11/2004,224,214,214W,NNSB,1,NA,NA
2004,8/11/2004,224,214,214W,PINK,4,NA,NA
2004,8/11/2004,224,214,214W,RBSM,61,NA,NA
2004,8/11/2004,224,214,214W,SFCD,2,NA,NA
2004,8/11/2004,224,218,218E,ARCD,24,NA,NA
2004,8/11/2004,224,218,218E,ARCS,2,2,NA
2004,8/11/2004,224,218,218E,ARCS,1,3,NA
2004,8/11/2004,224,218,218E,ARFL,1,NA,NA
2004,8/11/2004,224,218,218E,BDWF,2,2,NA
2004,8/11/2004,224,218,218E,DLVN,1,2,NA
2004,8/11/2004,224,218,218E,FHSC,10,NA,NA
2004,8/11/2004,224,218,218E,HBWF,1,NA,NA
2004,8/11/2004,224,218,218E,LSCS,12,1,NA
2004,8/11/2004,224,218,218E,LSCS,9,2,NA
2004,8/11/2004,224,218,218E,RBSM,11,NA,NA
2004,8/11/2004,224,218,218E,SFCD,1,NA,NA
2004,8/11/2004,224,218,218W,ARCD,18,NA,NA
2004,8/11/2004,224,218,218W,ARCS,4,3,NA
2004,8/11/2004,224,218,218W,ARFL,12,NA,NA
2004,8/11/2004,224,218,218W,BDWF,3,2,NA
2004,8/11/2004,224,218,218W,BDWF,1,3,NA
2004,8/11/2004,224,218,218W,DLVN,1,1,NA
2004,8/11/2004,224,218,218W,FHSC,6,NA,NA
2004,8/11/2004,224,218,218W,HBWF,1,NA,NA
2004,8/11/2004,224,218,218W,LSCS,3,1,NA
2004,8/11/2004,224,218,218W,LSCS,14,2,NA
2004,8/11/2004,224,218,218W,RBSM,6,NA,NA
2004,8/11/2004,224,218,218W,SFCD,1,NA,NA
2004,8/11/2004,224,220,220E,ARCD,1,NA,NA
2004,8/11/2004,224,220,220E,ARCS,3,2,NA
2004,8/11/2004,224,220,220E,ARCS,5,3,NA
2004,8/11/2004,224,220,220E,ARFL,3,NA,NA
2004,8/11/2004,224,220,220E,BDWF,1,3,NA
2004,8/11/2004,224,220,220E,FHSC,4,NA,NA
2004,8/11/2004,224,220,220E,HBWF,2,NA,NA
2004,8/11/2004,224,220,220E,PCHG,1,NA,NA
2004,8/11/2004,224,220,220E,LSCS,3,1,NA
2004,8/11/2004,224,220,220E,LSCS,25,2,NA
2004,8/11/2004,224,220,220E,RBSM,1,NA,NA
2004,8/11/2004,224,220,220W,ARFL,2,NA,NA
2004,8/11/2004,224,220,220W,BDWF,1,1,NA
2004,8/11/2004,224,220,220W,FHSC,3,NA,NA
2004,8/11/2004,224,220,220W,HBWF,3,NA,NA
2004,8/11/2004,224,230,230N,ARCD,12,NA,NA
2004,8/11/2004,224,230,230N,ARFL,8,NA,NA
2004,8/11/2004,224,230,230N,BDWF,3,2,NA
2004,8/11/2004,224,230,230N,DLVN,1,2,NA
2004,8/11/2004,224,230,230N,FHSC,18,NA,NA
2004,8/11/2004,224,230,230N,LSCS,3,1,NA
2004,8/11/2004,224,230,230N,LSCS,17,2,NA
2004,8/11/2004,224,230,230N,RBSM,4,NA,NA
2004,8/11/2004,224,230,230S,ARCS,1,3,NA
2004,8/11/2004,224,230,230S,ARFL,6,NA,NA
2004,8/11/2004,224,230,230S,BDWF,4,2,NA
2004,8/11/2004,224,230,230S,BDWF,1,3,NA
2004,8/11/2004,224,230,230S,DLVN,1,1,NA
2004,8/11/2004,224,230,230S,DLVN,6,2,NA
2004,8/11/2004,224,230,230S,FHSC,12,NA,NA
2004,8/11/2004,224,230,230S,LSCS,34,1,NA
2004,8/11/2004,224,230,230S,LSCS,118,2,NA
2004,8/11/2004,224,230,230S,NNSB,1,NA,NA
2004,8/11/2004,224,230,230S,RBSM,6,NA,NA
2004,8/11/2004,224,230,230S,RDWF,1,NA,NA
2004,8/12/2004,225,214,214E,ARCD,7,NA,NA
2004,8/12/2004,225,214,214E,ARCS,2,2,NA
2004,8/12/2004,225,214,214E,ARFL,59,NA,NA
